ID,Timestamp,Area (mm²),Cumul. Area (mm²),Reset Cumul.
VJ2A,02/14/2024 8:39:31 AM,12.07,12.07,0
VJ6B,02/14/2024 8:41:20 AM,12.14,24.21,0
VJ8C,02/14/2024 8:42:54 AM,11.35,35.56,0
VJ10A,02/14/2024 8:43:27 AM,12.31,47.87,0
VJ10B,02/14/2024 8:43:47 AM,11.33,59.20,0
VJ10C,02/14/2024 8:44:44 AM,15.32,74.52,0
VJ14C,02/14/2024 8:48:03 AM,25.22,99.74,0
VJ14B,02/14/2024 8:48:27 AM,25.17,124.91,0
