gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
91780100	85802736-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata		US			PRESENT		9ae75ccd-0ee8-4dd4-a412-3bbcc3ed4b26					733.0								2926126	2926126	OCCURRENCE	USA022	USA022	1719129				CC_BY_4_0					2024-10-25T05:52:51.931Z		BASIS_OF_RECORD_INVALID
684009970	95c938a8-f762-11e1-a439-00145eb45e9a	0beca613-ba8b-11e3-8cfe-90b11c41863e	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata		US	Grand Canyon, Parashant National Mounument, Grand Wash	Arizona	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	36.288695	-113.996139	1162.0						2001-03-24	24	3	2001	2926126	2926126	PRESERVED_SPECIMEN	KU	KANU	364002		Duane N Atwood		CC_BY_4_0		Duane N Atwood; Stanley L Welsh; Larry C Higgins			2024-11-04T23:14:56.978Z		
4976615501	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/208176652	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata		US		Nevada	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.902789	-116.858369	4.0						2024-04-10T18:05	10	4	2024	2926126	2926126	HUMAN_OBSERVATION	iNaturalist	Observations	208176652		Chloe Novak	2024-04-19T23:08:58	CC_BY_NC_4_0	Chloe Novak	Chloe Novak			2024-11-02T16:28:45.692Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4976265572	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/204091675	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.710842	-117.509803	4.0						2024-03-04T12:45	4	3	2024	2926126	2926126	HUMAN_OBSERVATION	iNaturalist	Observations	204091675		Matt Berger	2024-03-27T01:21:58	CC_BY_4_0	Matt Berger	Matt Berger			2024-11-02T16:25:02.718Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4976225798	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/108554756	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	33.838443	-115.769178							2022-03-12T10:54	12	3	2022	2926126	2926126	HUMAN_OBSERVATION	iNaturalist	Observations	108554756		Matt Guilliams	2022-03-14T14:23:35	CC_BY_NC_4_0	Amy (She/Her)	Amy (She/Her)			2024-11-02T15:38:49.072Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4975207865	cd6e21c8-9e8a-493a-8a76-fbf7862069e5	http://specimens.kew.org/herbarium/K005627638	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata	I.M.Johnst.		Lower California; San Quentin Bay		PRESENT		061b4f20-f241-11da-a328-b8a03c50a862									1889-01-01T00:00	1	1	1889	2926126	2926126	PRESERVED_SPECIMEN	K	Herbarium	K005627638	627a			CC_BY_4_0		Palmer, E. (Dr)			2024-11-07T23:19:49.943Z	StillImage	INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
4975204912	cd6e21c8-9e8a-493a-8a76-fbf7862069e5	http://specimens.kew.org/herbarium/K005627639	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata	I.M.Johnst.		Lower California; San Quentis Bay.		PRESENT		061b4f20-f241-11da-a328-b8a03c50a862									1889-01-01T00:00	1	1	1889	2926126	2926126	PRESERVED_SPECIMEN	K	Herbarium	K005627639	627			CC_BY_4_0		Palmer, E. (Dr)			2024-11-07T23:19:51.956Z	StillImage	INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
4975166036	cd6e21c8-9e8a-493a-8a76-fbf7862069e5	http://specimens.kew.org/herbarium/K005627640	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata	I.M.Johnst.	US	Death Valley (California); Surprise Cañon. Pansamint Moutains. California.		PRESENT		061b4f20-f241-11da-a328-b8a03c50a862					800.0				1891-04-26T00:00	26	4	1891	2926126	2926126	PRESERVED_SPECIMEN	K	Herbarium	K005627640	721			CC_BY_4_0		Coville, F.V.; Funston, F.			2024-11-07T23:18:21.465Z	StillImage	INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
4975148557	cd6e21c8-9e8a-493a-8a76-fbf7862069e5	http://specimens.kew.org/herbarium/K005627641	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata	I.M.Johnst.	US	California: Riverside County.; Indian Avenue, 0.5 mi SE of Highway 62, roadside.		PRESENT		061b4f20-f241-11da-a328-b8a03c50a862									1978-04-02T00:00	2	4	1978	2926126	2926126	PRESERVED_SPECIMEN	K	Herbarium	K005627641	437			CC_BY_4_0		Veno, B.A.			2024-11-07T23:18:04.010Z	StillImage	INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
4975147669	cd6e21c8-9e8a-493a-8a76-fbf7862069e5	http://specimens.kew.org/herbarium/K005627637	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata	I.M.Johnst.		Guadalupe Island, off Lower California.		PRESENT		061b4f20-f241-11da-a328-b8a03c50a862									1875-01-01T00:00	1	1	1875	2926126	2926126	PRESERVED_SPECIMEN	K	Herbarium	K005627637	69a			CC_BY_4_0		Palmer, E.			2024-11-07T23:19:08.320Z	StillImage	INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
4974285445	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/248644625	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	33.787198	-116.510709	8.0						2020-02-17T10:54	17	2	2020	2926126	2926126	HUMAN_OBSERVATION	iNaturalist	Observations	248644625		packardr90	2024-10-22T19:59:11	CC_BY_4_0	packardr90	packardr90			2024-11-02T15:50:07.359Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4955858771	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892775	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Mojave Desert; North Mojave Desert region: Northwest base of Dublin Hills, south of Hwy 178, northwest of Shoshone.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									2010-04-19	19	4	2010	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892775	12265			CC0_1_0		Boyd, Steve			2024-11-04T22:43:01.950Z		MULTIMEDIA_URI_INVALID
4955858770	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892764	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	1/4 mile w. of Aguanga.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1966-03-16	16	3	1966	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892764	24180			CC0_1_0		Hitchcock, C. L.			2024-11-04T22:43:01.326Z		MULTIMEDIA_URI_INVALID
4955858769	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892753	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	"Slate Range, 13.8mi. N of Trona BM 1659. ""Slate Pass""."	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1962-04-17	17	4	1962	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892753	2420			CC0_1_0		Peñalosa, Javier			2024-11-04T22:43:00.935Z		MULTIMEDIA_URI_INVALID
4955850819	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892771	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Mojave Desert: Stoddard Valley, Stoddard Wells Road, 12.3 miles NE of I-15 (near Bell Mountain), E slope of Stoddard Mtn.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1995-04-02	2	4	1995	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892771	16333			CC0_1_0		et al.; MacKay, P.; Sanders, A. C.			2024-11-04T22:43:00.936Z		MULTIMEDIA_URI_INVALID
4955850818	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892768	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	In Surprise Canyon between Ballarat and Panamint City. Panamint Mountains.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1970-03-29	29	3	1970	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892768	17273			CC0_1_0		Breedlove, D. E.			2024-11-04T22:43:00.608Z		MULTIMEDIA_URI_INVALID
4955850817	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892760	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	The Mojave Desert. Rand Mountains, about 1 mile south of the own of Red Mountain.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1962-04-10	10	4	1962	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892760	6803			CC0_1_0		Twisselmann, Ernest C.			2024-11-04T22:43:00.841Z		MULTIMEDIA_URI_INVALID
4955850816	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892757	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Western North America. Death Valley National Monument. Near entrance to Emigrant Canyon.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1954-03-23	23	3	1954	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892757	440			CC0_1_0		Thomas, J. H.; Thomas, H. A.			2024-11-04T22:43:01.950Z		MULTIMEDIA_URI_INVALID
4955832651	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892778	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Mojave Desert, Kingstone Mts., 1 1/2 mi. due. S. of Excelsior Talc Mine at an Old Mine Site.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1941-05-13	13	5	1941	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892778	10436			CC0_1_0		Wolf, Carl B.			2024-11-04T22:43:01.484Z		MULTIMEDIA_URI_INVALID
4955832650	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892770	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Southern base of the Avawatz Range on lower third of alluvial fan below Sheep Creek Springs Canyon.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1993-03-19	19	3	1993	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892770	7822			CC0_1_0		Appleby, Walter; Ross, Tim; Boyd, Steve			2024-11-04T22:43:01.825Z		MULTIMEDIA_URI_INVALID
4955832649	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892767	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Flat desert plain 2.0 miles northwest of State 78 on Narrows Road, Borrego Valley.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1962-03-11	11	3	1962	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892767	1870			CC0_1_0		Breedlove, D. E.			2024-11-04T22:43:01.761Z		MULTIMEDIA_URI_INVALID
4955832648	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892756	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Emigrant Wash. Panamint Mts.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1924-03-22	22	3	1924	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892756	4007			CC0_1_0		Ferris, R. S.			2024-11-04T22:43:01.476Z		MULTIMEDIA_URI_INVALID
4955829773	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892774	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Peninsular Range: Alberhill, south foot of the Gavilan Hills at Temescal Canyon, c. 0.5 mi NE of intersection of Temescal  Canyon Rd. and Concordia Ranch Rd. (Alberhill).	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									2010-04-02	2	4	2010	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892774	37721			CC0_1_0		Kurtz, Katie A.; Winbolt, Jonas; Malle, Matthew; Salvato, T. B.; Sanders, A. C.			2024-11-04T22:43:01.477Z		MULTIMEDIA_URI_INVALID
4955829772	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892763	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	The Mojave Desert. The Mojave-Randsburg Region. El Paso Mountains: mouth of Last Chance Canyon.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1958-05-06	6	5	1958	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892763	4438			CC0_1_0		Twisselmann, Ernest C.			2024-11-04T22:43:00.890Z		MULTIMEDIA_URI_INVALID
4955829771	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892752	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Palm Springs.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1921-03-19	19	3	1921	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892752	67			CC0_1_0		Campbell, Marian L.			2024-11-04T22:43:01.825Z		MULTIMEDIA_URI_INVALID
4955816771	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892773	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Father Crowley Point, Death Valley Nat. Monum. Whittaker transect # W177.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1978-04-17	17	4	1978	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892773	988			CC0_1_0		Cowan, C.			2024-11-04T22:43:01.326Z		MULTIMEDIA_URI_INVALID
4955816770	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892762	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	The Mojave Desert. The Mojave-Randsburg Region. Small butte on Silver Queen Road northwest of Soledad Mountain.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1962-04-10	10	4	1962	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892762	6839			CC0_1_0		Twisselmann, Ernest C.			2024-11-04T22:43:00.936Z		MULTIMEDIA_URI_INVALID
4955816769	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892759	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Upper end of Death Valley opposite Mesquite Spring on road to Ubehebe Crater.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1947-03-25	25	3	1947	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892759	5753			CC0_1_0		Keck, David D.			2024-11-04T22:43:00.608Z		MULTIMEDIA_URI_INVALID
4955816768	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892751	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	San Bernadino & Inyo Counties. Kingstone Range. Bajada 3 mi. w. of Porcupine cyn.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1980-04-09	9	4	1980	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892751	2			CC0_1_0		Stone, R. Doug; de Nevers, Greg; Castagnoli, Steve			2024-11-04T22:43:00.841Z		MULTIMEDIA_URI_INVALID
4955812654	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892777	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Buckeye Canyon, southwestern Merced Co.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1945-04-15	15	4	1945	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892777	1672			CC0_1_0		Lyon, Gregory S.			2024-11-04T22:43:00.608Z		MULTIMEDIA_URI_INVALID
4955812653	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892766	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Mojave Desert, Kingston Mts., 1 1/2 mi. due S. of Excelsior Talc Mine at an old Mine Site.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1941-05-13	13	5	1941	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892766	10436			CC0_1_0		Wolf, Carl B.			2024-11-04T22:43:01.950Z		MULTIMEDIA_URI_INVALID
4955812652	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892755	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Death Valley (California) Expedition. Surprise Cañon Panamint Mountains.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1891-04-21	21	4	1891	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892755	721			CC0_1_0		Funston, Frederick; Coville, Frederick V.			2024-11-04T22:43:01.326Z		MULTIMEDIA_URI_INVALID
4955794754	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892772	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Black Butte: southeasterly finger of the butte.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1991-04-28	28	4	1991	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892772	4738			CC0_1_0		Ross, Timothy S.			2024-11-04T22:43:00.890Z		MULTIMEDIA_URI_INVALID
4955794753	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892769	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Southern California. Vicinity of San Bernardino.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1903-03-25	25	3	1903	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892769	5171			CC0_1_0		Parish, S. B.			2024-11-04T22:43:01.484Z		MULTIMEDIA_URI_INVALID
4955794752	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892761	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	The Mojave Desert. The Mojave-Randsburg Region. Mouth of Red Rock Canyon.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1962-04-11	11	4	1962	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892761	6934			CC0_1_0		Twisselmann, Ernest C.			2024-11-04T22:43:01.825Z		MULTIMEDIA_URI_INVALID
4955794751	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892758	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Between Hayfields Reservoir and Desert Center Indio-Blythe Highway.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1939-03-29	29	3	1939	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892758	9711			CC0_1_0		Ferris, Roxana S.			2024-11-04T22:43:01.761Z		MULTIMEDIA_URI_INVALID
4955789667	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892776	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Western San Gabriel / Liebre Mtns. Region: Santa Clarita area. lower Mint Canyon at the community of Mint Canyon (Mint Canyon).	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									2005-04-13	13	4	2005	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892776	29450			CC0_1_0		Kennedy, Helen; Sanders, A. C.			2024-11-04T22:43:01.761Z		MULTIMEDIA_URI_INVALID
4955789666	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892765	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Southwestern North America. Thousand Palms Canyon.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1932-03-13	13	3	1932	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892765	10628			CC0_1_0		Fosberg, F. R.			2024-11-04T22:43:01.476Z		MULTIMEDIA_URI_INVALID
4955789665	f934f8e2-32ca-46a7-b2f8-b032a4740454	urn:catalog:CAS:BOT-BC:892754	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pectocarya	Pectocarya recurvata		SPECIES	Pectocarya recurvata I.M.Johnst.	Pectocarya recurvata I.M. Johnst.	I.M. Johnst.	US	Western North America. Panamint Valley - Mojave Desert. About 3 mi*. w, of Ballarat.	California	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862									1956-03-24	24	3	1956	2926126	2926126	PRESERVED_SPECIMEN	CAS	BOT-BC	892754	465A			CC0_1_0		Thomas, H. A.; Thomas, J. H.			2024-11-04T22:43:00.890Z		MULTIMEDIA_URI_INVALID
